1.337 3.20 87.3
4.552 5.82 169.4
5.507 6.51 184.6
18.57 11.93 353.2
2.273 4.31 111.6
6.260 5.42 239.1
1.453 3.95 81.65
3.610 4.29 194.7
0.2420 2.65 20.39
5.464 3.05 373.2
4.484 4.34 213.6
0.0341 2.38 4.22
2.349 3.98 120.8
1.352 3.87 77.4
0.205 1.67 27.1
4.169 3.71 239.8
1.364 3.19 90.2
6.775 5.68 200.4
4.137 5.16 166.1
